bonafide_or_spoof,set,language,singer,title,url,views,likes,comments,user_id,username,subscribers,num_channels,sample_width,frame_rate,num_frames,audio_time,avg_zero_cross_rate,avg_rms,avg_spect_cent,avg_tempo,avg_db_inten,avg_flatness,avg_contrast,avg_harmonic_ratio
0,Training,Mandarin,Hebe_Tien,【4K高清修复】Hebe 田馥甄 - 囚鸟 Live (一定要看到最后的Talking) 2160P Hi-Res,https://www.bilibili.com/video/BV17m4y1n7qQ/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619,35963,418,48,627010254,甄爱SHE,6686,2,2,48000,15134720,315.3066667,0.07270802651,0.1228443235,1650.382281,107.6660156,-49.02540588,0.006289383862,24.94593375,1.43E-05
0,Training,Mandarin,Mayday,如烟,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=23,56464,579,28,6963428,换你一回眸,43680,2,2,48000,15316992,319.104,0.2212606887,0.09902129322,3644.117312,89.10290948,-35.7611618,0.05027213693,28.19771878,-3.29E-06
0,T02,Cantonese,Eason_Chan,【4K | 新歌速递】陈奕迅《尘大师》MV 速听！,https://www.bilibili.com/video/BV1Ak4y1h7Gg/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619,328114,7034,1759,37653934,范同学Anuoian,145857,2,2,48000,12435456,259.072,0.09524508235,0.1474604756,2419.955509,86.1328125,-45.2604599,0.08423869312,22.81374555,-4.94E-07
0,Validation,Mandarin,The_Landlord's_Cat,【房东的猫】月亮拥抱我 MV 佩岭写给小黑的一首歌,https://www.bilibili.com/video/BV1Dz411q7wa/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619,15431,892,64,34404323,越越永远喜欢房东的猫,68339,2,2,44100,10090496,228.8094331,0.08005592815,0.1154082865,1771.463565,123.046875,-53.53290939,0.01176453847,28.07841726,-7.27E-07
0,T02,Cantonese,Eason_Chan,【4K60FPS】陈奕迅《最佳损友》经典现场！好好珍惜身边的朋友吧！,https://www.bilibili.com/video/BV1jP4y1G7td/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,5929267,144833,4389,229733301,音乐私藏馆,7823447,2,2,48000,11449344,238.528,0.08466320619,0.1796251684,2066.11471,143.5546875,-41.35435104,0.01471854839,23.7264089,9.70E-06
0,T02,Cantonese,Eason_Chan,【4K60FPS】陈奕迅《不来也不去》神级现场！像我没来过没去过~,https://www.bilibili.com/video/BV1Rf4y1u7yc/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,2233785,62368,2073,229733301,音乐私藏馆,7823447,2,2,48000,13849600,288.5333333,0.08276176621,0.1817903519,1881.205737,143.5546875,-47.07271957,0.008551574312,25.04839318,1.00E-06
0,Training,Japanese,Kenshi_Yonezu,砂之惑星,https://www.bilibili.com/video/BV12R4y1A75y?p=8,79299,1223,36,418392289,无损经典音乐合集,79871,2,2,44100,10540032,239.0029932,0.1064055157,0.3679278493,2350.601266,95.703125,-37.5024147,0.02841394581,22.74281019,1.50E-05
0,Training,Mandarin,Zhang_Zining,我们,https://www.bilibili.com/video/BV1Y44y187A6?p=21&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4836,126,9,11778081,临泠的收藏夹,1310,2,2,44100,6478848,146.9126531,0.0937294749,0.08850738406,1854.042943,99.38401442,-47.26888275,0.005981322378,29.72543292,-1.81E-05
0,T02,Cantonese,Eason_Chan,【百万纪念】陈奕迅《落花流水》神级现场！落花有意，流水无情~,https://www.bilibili.com/video/BV1eU4y1p77j/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,3908771,83240,2114,229733301,音乐私藏馆,7823448,2,2,48000,11782144,245.4613333,0.08667121509,0.2529150844,1998.332937,151.9990809,-44.4837532,0.01361655723,26.01311132,-1.93E-07
0,Training,Japanese,Kenshi_Yonezu,ピースサイン,https://www.bilibili.com/video/BV12R4y1A75y?p=10,79299,1223,36,418392289,无损经典音乐合集,79871,2,2,44100,10393600,235.6825397,0.1066998672,0.3468903303,2478.527965,99.38401442,-36.26168823,0.02692574263,22.26554399,0.000135532202
0,Training,Mandarin,Mayday,勇敢,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=52,56464,579,28,6963428,换你一回眸,43680,2,2,44100,12769280,289.5528345,0.08491896512,0.2002291381,1854.794338,151.9990809,-44.26705933,0.04652965441,27.13439572,1.95E-05
0,Training,Mandarin,Bella_Yao,【姚贝娜】《我用所有报答爱》,https://www.bilibili.com/video/BV1DF411F7vn/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,8327,157,45,73859453,姚贝娜视频集,3945,2,2,44100,11446272,259.5526531,0.0705349106,0.200567171,1509.012619,95.703125,-47.96410751,0.00134615635,27.45939842,-6.41E-06
0,Training,Mandarin,Mao_Buyi,11. 呓语,https://www.bilibili.com/video/BV11M411n7TC?p=11,938489,7578,222,3.49312E+15,bili_11508234129,76163,2,2,44100,13026304,295.3810431,0.06035309006,0.1940213293,1521.556549,107.6660156,-48.85015488,0.006335395854,23.57677903,-5.62E-08
0,Training,Mandarin,Mao_Buyi,毛不易 - 给你给我,https://www.bilibili.com/video/BV1xq4y1S7bR?p=5,863954,8058,205,377386050,黑夜囿你,974,2,2,48000,11587584,241.408,0.03920799344,0.1726064831,1163.678379,117.4538352,-54.04287338,0.005667627323,28.15858049,1.14E-06
0,Training,Mandarin,Mao_Buyi,毛不易 - 在此山中,https://www.bilibili.com/video/BV1xq4y1S7bR?p=10,863954,8058,205,377386050,黑夜囿你,974,2,2,44100,12448768,282.2849887,0.04489504724,0.2027937919,1376.088217,107.6660156,-51.46974564,0.004654947203,26.5020906,7.55E-06
0,Validation,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《Find You》西语版 | Revelación｜G.E.M.,https://www.bilibili.com/video/BV1CM4y1j7mt/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,92336,8057,261,1889545341,GEM鄧紫棋,1957028,2,2,48000,12625920,263.04,0.08939382786,0.2450858802,1995.945423,161.4990234,-44.60028839,0.04046807066,26.18968425,-5.95E-06
0,Training,Japanese,Kenshi_Yonezu,百鬼夜行,https://www.bilibili.com/video/BV12R4y1A75y?p=5,79299,1223,36,418392289,无损经典音乐合集,79871,2,2,44100,12108800,274.5759637,0.1275708879,0.3601117432,2587.800203,107.6660156,-36.53664398,0.03167638928,22.65583892,-3.89E-05
0,Training,Japanese,Kenshi_Yonezu,アイネクライネ,https://www.bilibili.com/video/BV12R4y1A75y?p=9,79299,1223,36,418392289,无损经典音乐合集,79871,2,2,44100,12673024,287.3701587,0.0945048496,0.2035821378,2170.469208,95.703125,-44.89562225,0.02155981958,24.2263475,-7.33E-07
0,Training,Mandarin,Stefanie_Sun,漂浮群岛-孙燕姿,https://www.bilibili.com/video/BV1J841177n3?p=63&vd_source=bda8c28f9763524b2b9bd9962b1b4120,3335894,28129,1038,358594389,敏皓音乐,70436,2,2,44100,11004928,249.5448526,0.07545385442,0.1833905131,1968.405981,129.1992188,-49.0511322,0.01043908484,26.21864034,-1.58E-05
0,Training,Mandarin,Hebe_Tien,【官方MV】田馥甄-人什么的最麻烦了,https://www.bilibili.com/video/BV1Th411m7zd/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619,107807,4425,249,32708543,大家的音乐机,1504507,2,2,48000,13417472,279.5306667,0.06318653017,0.146350354,1530.811776,151.9990809,-52.10411835,0.02555175312,26.6219853,-6.44E-07
1,Training,Japanese,Jay_Chou,【AI 周杰伦】《打上花火》,https://www.bilibili.com/video/BV1Rb411Z7DW/?spm_id_from=333.788.recommend_more_video.8,172203,3853,182,689534242,MONE_one,2991,2,2,44100,11441152,259.4365533,0.07242957983,0.1033214331,1916.837993,95.703125,-48.42357635,0.008130203933,24.9576257,5.02E-05
1,Training,Mandarin,Mayday,AI翻唱-五月天阿信 挪威的森林,https://www.bilibili.com/video/BV16h411571W/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,988,4,5,40820458,Springday057,576,2,2,44100,17340416,393.206712,0.09865077525,0.13421534,2255.911957,135.9991776,-42.48244858,0.01827181689,23.56422667,-2.32E-05
1,Training,Mandarin,Hebe_Tien,完整版来了！AI田馥甄《挚友》cover. A-Lin,https://www.bilibili.com/video/BV1GN411y751/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,5861,144,30,472400923,凳子旗鸽鸽,9347,2,2,44100,14075904,319.1814966,0.0827595339,0.161328882,1957.622983,143.5546875,-45.76708603,0.01067244262,28.25778995,-2.07E-05
1,Training,Mandarin,Stefanie_Sun,【AI 孙燕姿】《爱的回归线》在爱的回归线，有期待终会又相见,https://www.bilibili.com/video/BV1ax4y1d7bn/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,312298,6210,299,576737834,centralasen,79,2,2,44100,12634112,286.4878005,0.05597335874,0.1069343984,1550.856266,161.4990234,-57.54546738,0.008096335456,25.8216858,1.19E-05
1,Training,Mandarin,Stefanie_Sun,AI孙燕姿翻唱《下雨天》，让人沉浸在感性的旋律中,https://www.bilibili.com/video/BV1qX4y187eb/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,7062,61,5,195047058,云璈公子,3376,2,2,44100,10776576,244.3668027,0.07832699302,0.1665810496,2037.45652,129.1992188,-44.69290924,0.01180288568,27.09290535,-8.54E-06
1,Training,Mandarin,Mayday,AI翻唱-五月天阿信 美人鱼,https://www.bilibili.com/video/BV1Eo4y1A7qK/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,959,10,6,40820458,Springday057,576,2,2,44100,11211776,254.2352834,0.08547013235,0.1633158177,2280.418451,95.703125,-42.63228989,0.01713014394,24.26557036,0.0001714138925
1,T01,Mandarin,Stefanie_Sun,【AI 孙燕姿】《你就不要想起我》cover.田馥甄,https://www.bilibili.com/video/BV1dg4y1L785/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,11539,198,19,472400923,凳子旗鸽鸽,9347,2,2,44100,12311552,279.1735147,0.06032328247,0.1662427187,1663.74833,112.3471467,-47.60765839,0.007317566313,24.47640493,3.92E-07
1,Training,Mandarin,Stefanie_Sun,【AI 孙燕姿】《三国恋》AI的戏腔也可以很美,https://www.bilibili.com/video/BV1wh411A7BM/?spm_id_from=333.788.recommend_more_video.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,207752,6403,320,290231512,剑眉老祖,1226,2,2,44100,10639360,241.2553288,0.107427138,0.2519649565,2538.155348,75.99954044,-40.08029175,0.02280629426,23.22887654,4.30E-05
1,Training,Mandarin,Mao_Buyi,【AI毛不易】翻唱《童话镇》,https://www.bilibili.com/video/BV1pv4y1H72U/?spm_id_from=333.337.search-card.all.click,1704,14,16,1674234922,_旅行家说_,33,2,2,44100,11379712,258.043356,0.0733527691,0.1838794798,1971.261718,135.9991776,-48.92834091,0.01600820571,23.84035794,5.19E-05
1,Training,Mandarin,Stefanie_Sun,听AI孙燕姿翻唱的《借口》，沉浸在歌曲中的情感世界中,https://www.bilibili.com/video/BV1uu411W7JF/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,6312,34,5,195047058,云璈公子,3376,2,2,44100,10816512,245.272381,0.07346599078,0.1132098809,2148.272817,129.1992188,-45.42068481,0.03073019534,24.53949007,-1.71E-06
1,Training,Mandarin,Stefanie_Sun,聆听AI孙燕姿的独特嗓音，感受《美人鱼》的浪漫情怀！,https://www.bilibili.com/video/BV1wN411v7JX/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,693,12,0,195047058,云璈公子,3376,2,2,44100,9883648,224.1190023,0.07793596995,0.181787774,1788.957981,117.4538352,-48.55919647,0.005810295697,26.94719257,0.0001071338047
1,Training,Mandarin,Stefanie_Sun,AI翻唱-孙燕姿 云烟成雨,https://www.bilibili.com/video/BV1G14y1f7kF/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,469,9,0,40820458,Springday057,576,2,2,44100,10626048,240.9534694,0.06694021646,0.1464130729,1681.610042,75.99954044,-51.88622665,0.01046522055,25.37397201,3.15E-06
1,Training,Mandarin,Mayday,AI翻唱-五月天阿信 爱在西元前,https://www.bilibili.com/video/BV1om4y1h7aQ/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,1406,18,7,40820458,Springday057,576,2,2,44100,10505216,238.2135147,0.1029337327,0.1393560171,2759.925425,129.1992188,-46.7701149,0.02330269665,23.74775314,-1.61E-05
1,Validation,Mandarin,G.E.M.,【AI 邓紫棋】-《枫》,https://www.bilibili.com/video/BV1E14y127BD/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,11230,138,14,497218391,牛奶奶和柳奶奶,5806,2,2,44100,6297600,142.8027211,0.05575447907,0.03925085813,1301.503506,129.1992188,-55.62752151,0.005438990425,27.32339353,5.13E-05
1,Training,Mandarin,Stefanie_Sun,【AI 孙燕姿】《黑色毛衣》就让回忆永远停在那里,https://www.bilibili.com/video/BV16X4y1s7yF/?spm_id_from=333.337.search-card.all.click,321147,7996,412,352117879,Eternity-Li,127753,2,2,48000,12093440,251.9466667,0.05504020007,0.2274941951,1588.203576,117.4538352,-48.06259537,0.007463222835,24.63441341,3.47E-05
1,Training,Mandarin,Stefanie_Sun,[AI 孙燕姿] 《发如雪》cover 周杰伦,https://www.bilibili.com/video/BV1yv4y1H7wz/?spm_id_from=333.337.search-card.all.click,3541161,77773,3790,8864490,陈墨瞳1995,7450,2,2,44100,8867840,201.0848073,0.08048595626,0.1347023845,1900.61965,117.4538352,-46.72637939,0.02620783821,24.24998355,2.79E-06
1,T02,Cantonese,Eason_Chan,【AI陈奕迅】《分分钟需要你》cover.林子祥 愿我会揸火箭 带你到天空去在太空中两人住,https://www.bilibili.com/video/BV1Po4y1V7WE/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,4119,72,12,252909693,北理韩英,2223,2,2,44100,6543360,148.3755102,0.07184763302,0.1211013123,1970.571613,112.3471467,-46.66756821,0.01327507477,25.29216298,0.0001170647738
1,T01,Mandarin,Stefanie_Sun,AI孙燕姿翻唱阿桑《一直很安静》，温柔嗓音唱出深情故事，感动人心！,https://www.bilibili.com/video/BV1Ks4y1C7fb/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,1325,21,2,195047058,云璈公子,3376,2,2,44100,10234880,232.0834467,0.05140733051,0.117567718,1278.781531,107.6660156,-53.86463165,0.01141895633,27.00186128,3.26E-06
1,Training,Mandarin,Chang_Chen-yue,「 AI 翻唱 」张震岳 - 《温柔》,https://www.bilibili.com/video/BV1ss4y1U7Ph/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,21950,574,122,232078017,而我知道_,1446,2,2,44100,11949056,270.9536508,0.0865626841,0.2338249236,2008.775804,151.9990809,-41.29096603,0.01891135424,23.90186574,-4.05E-06
1,Training,Mandarin,Bella_Yao,【AI姚贝娜】斯人归来，天涯尽处。翻唱《独立寒江•曲无忆》,https://www.bilibili.com/video/BV1E24y1t7nh/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,18204,462,75,1388050912,AiBella_,4754,2,2,44100,14534656,329.5840363,0.06849359645,0.09460218251,1572.354986,151.9990809,-55.22107697,0.009442863055,26.02492886,-0.0002831693855
1,Training,Mandarin,Mayday,AI翻唱-五月天阿信 说好的幸福呢,https://www.bilibili.com/video/BV1Qz4y1h7BR/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,775,13,1,40820458,Springday057,576,2,2,44100,11235328,254.7693424,0.07737947334,0.1489597112,1950.55868,117.4538352,-44.93418121,0.01072899532,24.70948933,0.006498005707
1,Training,Mandarin,Stefanie_Sun,AI孙燕姿翻唱《不怕不怕》，情感爆棚诠释青春勇气，让人动容！,https://www.bilibili.com/video/BV1ia4y1w7Gq/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,608,7,1,195047058,云璈公子,3376,2,2,44100,9751552,221.1236281,0.1070111117,0.1937697977,2606.978482,129.1992188,-49.17329025,0.03031149879,23.8947028,0.0002779095084
1,Validation,Mandarin,The_Landlord's_Cat,【AI 房东的猫】-《旅行的意义》COVER 陈绮贞 ，你离开我就是旅行的意义,https://www.bilibili.com/video/BV1TN41117v1/?spm_id_from=333.788,16349,153,15,497218391,牛奶奶和柳奶奶,5806,2,2,44100,9562112,216.8279365,0.1058262164,0.1650718749,2398.190592,95.703125,-41.64699936,0.02321406826,23.76748423,0.0005617772113
1,Training,Mandarin,Mayday,AI翻唱-五月天阿信 奇迹再现(迪迦奥特曼中文主题曲),https://www.bilibili.com/video/BV11c411T7ip/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,2132,35,8,40820458,Springday057,576,2,2,44100,10414080,236.1469388,0.1274566725,0.1677814126,2614.955709,107.6660156,-40.33568573,0.02270371653,22.3970674,-1.28E-06
1,Training,Cantonese,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[约定],https://www.bilibili.com/video/BV1vc411n7Qj/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,639,9,7,208222794,账号已注销,835,2,2,44100,11240448,254.8854422,0.06248558908,0.1641365439,1773.254277,161.4990234,-48.48606491,0.01291772816,24.54964567,-0.0002952032664
1,Validation,Mandarin,G.E.M.,【AI 歌莉雅】-《一路向北》我一路向北，离开有你的季节~,https://www.bilibili.com/video/BV1bc411P7gU/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,23568,262,59,497218391,牛奶奶和柳奶奶,5806,2,2,44100,12986368,294.4754649,0.07442348702,0.1587278694,1993.736439,135.9991776,-48.49344635,0.007570026908,24.87756325,-2.54E-05
1,T01,Mandarin,Stefanie_Sun,「 AI 孙燕姿 」《成都》 重置完整版 这大概是最好听的成都AI翻唱,https://www.bilibili.com/video/BV1gM4y1W7e2/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,36529,345,22,1409720561,音乐KA,9086,2,2,48000,15662080,326.2933333,0.09328159329,0.102461338,2175.997895,92.28515625,-52.21927261,0.01304191351,26.56829872,-9.45E-07
1,Training,Mandarin,Mayday,AI翻唱-五月天阿信 恶作剧(恶作剧之吻片尾曲),https://www.bilibili.com/video/BV13V4y167Tt/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,8441,134,42,40820458,Springday057,576,2,2,44100,8829952,200.2256689,0.06470411651,0.1266503036,1838.739303,129.1992188,-51.19322586,0.03485922143,25.50208113,-0.000146507693
1,Training,Mandarin,Stefanie_Sun,《红豆》AI孙燕姿 照片唱歌,https://www.bilibili.com/video/BV1Q14y1D7JM/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,60,4,1,3.49435E+15,bili_73670055347,10,2,2,44100,7089152,160.751746,0.06683289667,0.09479250014,1549.71851,112.3471467,-47.31796646,0.001222433755,27.28709132,-1.14E-06
1,Training,Mandarin,Stefanie_Sun,【AI孙燕姿】《不谓侠》,https://www.bilibili.com/video/BV1yp4y1K7Fx/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,6292,75,9,497173089,B站冷门UP,3569,2,2,48000,12916736,269.0986667,0.09332407045,0.136167258,2384.808641,123.046875,-43.89377594,0.01182935853,25.89325122,0.0006658512866
